preference_key,movie_title,star_cast,rating,year,place,vote,link
1,WALL·E,"Andrew Stanton (dir.), Ben Burtt, Elissa Knight",8.392423844705322,2008,57,,/title/tt0910970/
2,La vida de los otros,"Florian Henckel von Donnersmarck (dir.), Ulrich Mühe, Martina Gedeck",8.38661188900393,2006,58,,/title/tt0405094/
3,El ocaso de una vida,"Billy Wilder (dir.), William Holden, Gloria Swanson",8.383191401154573,1950,59,,/title/tt0043014/
4,La patrulla infernal,"Stanley Kubrick (dir.), Kirk Douglas, Ralph Meeker",8.370686489974334,1957,60,,/title/tt0050825/
1,El resplandor,"Stanley Kubrick (dir.), Jack Nicholson, Shelley Duvall",8.368060477450282,1980,61,,/title/tt0081505/
2,El gran dictador,"Charles Chaplin (dir.), Charles Chaplin, Paulette Goddard",8.366792462674924,1940,62,,/title/tt0032553/
3,Testigo de cargo,"Billy Wilder (dir.), Tyrone Power, Marlene Dietrich",8.356584151618868,1957,63,,/title/tt0051201/
4,Avengers: Infinity War,"Anthony Russo (dir.), Robert Downey Jr., Chris Hemsworth",8.354589527992616,2018,64,,/title/tt4154756/
1,"Alien 2, el regreso","James Cameron (dir.), Sigourney Weaver, Michael Biehn",8.34460992857384,1986,65,,/title/tt0090605/
2,Belleza americana,"Sam Mendes (dir.), Kevin Spacey, Annette Bening",8.33857725174943,1999,66,,/title/tt0169547/
3,Dr Insólito o Cómo aprendí a no preocuparme y amar la bomba,"Stanley Kubrick (dir.), Peter Sellers, George C. Scott",8.334261849378441,1964,67,,/title/tt0057012/
4,Batman: El caballero de la noche asciende,"Christopher Nolan (dir.), Christian Bale, Tom Hardy",8.32893882420406,2012,68,,/title/tt1345836/
1,Spider-Man: Un nuevo universo,"Bob Persichetti (dir.), Shameik Moore, Jake Johnson",8.327620576054347,2018,69,,/title/tt4633694/
2,Guasón,"Todd Phillips (dir.), Joaquin Phoenix, Robert De Niro",8.320418334254718,2019,70,,/title/tt7286456/
3,Oldboy: Cinco días para vengarse,"Park Chan-wook (dir.), Choi Min-sik, Yoo Ji-Tae",8.319953927622763,2003,71,,/title/tt0364569/
4,Corazón valiente,"Mel Gibson (dir.), Mel Gibson, Sophie Marceau",8.315626897594266,1995,72,,/title/tt0112573/
1,Amadeus,"Milos Forman (dir.), F. Murray Abraham, Tom Hulce",8.315383455059251,1984,73,,/title/tt0086879/
2,Toy Story,"John Lasseter (dir.), Tom Hanks, Tim Allen",8.314373467677152,1995,74,,/title/tt0114709/
3,Coco,"Lee Unkrich (dir.), Anthony Gonzalez, Gael García Bernal",8.312221819297939,2017,75,,/title/tt2380307/
4,El submarino,"Wolfgang Petersen (dir.), Jürgen Prochnow, Herbert Grönemeyer",8.312049938290421,1981,76,,/title/tt0082096/
1,Everything Everywhere All at Once,"Dan Kwan (dir.), Michelle Yeoh, Stephanie Hsu",8.310713302868878,2022,77,,/title/tt6710474/
2,Bastardos sin gloria,"Quentin Tarantino (dir.), Brad Pitt, Diane Kruger",8.310315967717083,2009,78,,/title/tt0361748/
3,La princesa Mononoke,"Hayao Miyazaki (dir.), Yôji Matsuda, Yuriko Ishida",8.303886592401689,1997,79,,/title/tt0119698/
4,Érase una vez en América,"Sergio Leone (dir.), Robert De Niro, James Woods",8.301537375616117,1984,80,,/title/tt0087843/
1,Avengers: Endgame,"Anthony Russo (dir.), Robert Downey Jr., Chris Evans",8.300419455872937,2019,81,,/title/tt4154796/
2,Mente indomable,"Gus Van Sant (dir.), Robin Williams, Matt Damon",8.286227700946824,1997,82,,/title/tt0119217/
3,Réquiem por un sueño,"Darren Aronofsky (dir.), Ellen Burstyn, Jared Leto",8.277527698405786,2000,83,,/title/tt0180093/
4,Toy Story 3,"Lee Unkrich (dir.), Tom Hanks, Tim Allen",8.27693893625258,2010,84,,/title/tt0435761/
1,Cantando bajo la lluvia,"Stanley Donen (dir.), Gene Kelly, Donald O'Connor",8.274096423899518,1952,85,,/title/tt0045152/
2,Your Name,"Makoto Shinkai (dir.), Ryûnosuke Kamiki, Mone Kamishiraishi",8.273893080979185,2016,86,,/title/tt5311514/
3,3 Idiots,"Rajkumar Hirani (dir.), Aamir Khan, Madhavan",8.268517774192146,2009,87,,/title/tt1187043/
4,El regreso del Jedi,"Richard Marquand (dir.), Mark Hamill, Harrison Ford",8.268348416108035,1983,88,,/title/tt0086190/
1,2001: odisea del espacio,"Stanley Kubrick (dir.), Keir Dullea, Gary Lockwood",8.266105589497643,1968,89,,/title/tt0062622/
2,Perros de reserva,"Quentin Tarantino (dir.), Harvey Keitel, Tim Roth",8.26513111586982,1992,90,,/title/tt0105236/
3,Eterno resplandor de una mente sin recuerdos,"Michel Gondry (dir.), Jim Carrey, Kate Winslet",8.26498468405994,2004,91,,/title/tt0338013/
4,Cielo e infierno,"Akira Kurosawa (dir.), Toshirô Mifune, Yutaka Sada",8.26258967705522,1963,92,,/title/tt0057565/
1,El ciudadano Kane,"Orson Welles (dir.), Orson Welles, Joseph Cotten",8.258434105420084,1941,93,,/title/tt0033467/
2,Cafarnaúm: la ciudad olvidada,"Nadine Labaki (dir.), Zain Al Rafeea, Yordanos Shiferaw",8.25828103927382,2018,94,,/title/tt8267604/
3,Lawrence de Arabia,"David Lean (dir.), Peter O'Toole, Alec Guinness",8.25652348023248,1962,95,,/title/tt0056172/
4,Jagten,"Thomas Vinterberg (dir.), Mads Mikkelsen, Thomas Bo Larsen",8.255057703678283,2012,96,,/title/tt2106476/
1,M el maldito,"Fritz Lang (dir.), Peter Lorre, Ellen Widmann",8.254826970369304,1931,97,,/title/tt0022100/
2,Intriga internacional,"Alfred Hitchcock (dir.), Cary Grant, Eva Marie Saint",8.254151041740577,1959,98,,/title/tt0053125/
3,De entre los muertos,"Alfred Hitchcock (dir.), James Stewart, Kim Novak",8.248276746586887,1958,99,,/title/tt0052357/
4, Amelie,"Jean-Pierre Jeunet (dir.), Audrey Tautou, Mathieu Kassovitz",8.247048063428354,2001,10,,/title/tt0211915/
1,Naranja mecánica,"Stanley Kubrick (dir.), Malcolm McDowell, Patrick Magee",8.24536228322145,1971,101,,/title/tt0066921/
2,Ven y mira,"Elem Klimov (dir.), Aleksey Kravchenko, Olga Mironova",8.243249111364523,1985,102,,/title/tt0091251/
3,Cara de guerra,"Stanley Kubrick (dir.), Matthew Modine, R. Lee Ermey",8.240335665054573,1987,103,,/title/tt0093058/
